시설명,분류명,체육시설분류,간이운동장 체육시설분류,소유기관,관리주체,시도명,시군구명,동읍면,리,도로명주소,경도,위도,시설면적,수용인원,관람석,관할지자체과,담당자연락처,홈페이지,개방시간,종료시간,휴무일,대중교통안내,
야동동 동네체육시설,,간이,기타,,,경기,파주시,야동동,,경기 파주시,126.76097,37.773629,0,0,0,,031-940-5233,,,,,"문산제일고정문정류장 마을031,036,073,022 문산제일고정류장 마을065 야동동정류장 일반90, 150",
야동동 동네체육시설,,간이,기타,,,경기,파주시,야동동,,경기 파주시,126.75415,37.776543,0,0,0,,031-940-5233,,,,,"대방아파트정류장 마을100-30,031,035,036 일반90,150 문산제일고 정류장 마을065",
교하 체육공원 야구장,야구장,공공,,파주시,시설관리공단,경기,파주시,하지석동,,경기 파주시 하지석동,126.741641,37.762014,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,연중무휴,"버스: 150, 567",
교하 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,하지석동,,경기 파주시 하지석동,126.741619,37.761961,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,무휴,"버스: 150, 567",
교하 체육공원 테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,하지석동,,경기 파주시 하지석동,126.780624,37.760309,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,18:00,무휴,"버스: 150, 567",
교하체육공원 궁도장,국궁장,공공,,파주시,파주시시설관리공단,경기,파주시,하지석동,,경기 파주시 하지석동,126.810728,37.856181,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,9:00,18:00,무휴,"버스: 567, 150",
문산 체육공원 실내체육관,구기체육관,공공,,파주시,시설관리공단,경기,파주시,문산읍,임진리,경기 파주시 문산읍 율곡로 408,126.793645,37.884063,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,9:30,22:00,일요일/공휴일: 11:00 ~ 21:00,버스-&amp;gt; 5-1,
문산 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,문산읍,임진리,경기 파주시 문산읍 율곡로 408,126.793645,37.884063,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,연중무휴,버스-&amp;gt; 5-1,
내포리 체육공원(제2 공설운동장)테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,문산읍,내포리,경기 파주시 문산읍 방촌로 1213-48,126.746145,37.839672,,,,파주시시설관리공단,031-950-1884,pwww.pajusport.or.kr/,7:00,22:00,연중무휴,"버스-&amp;gt; 038, 1-1",
내포리 체육공원(제2 공설운동장),축구장,공공,,파주시,파주시시설관리공단,경기,파주시,문산읍,내포리,경기 파주시 문산읍 방촌로 1213-48,126.746145,37.839672,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,연중무휴,"버스-&amp;gt; 038, 1-1,",
운천리 동네체육시설,,간이,마을공터,,,경기,파주시,문산읍,,경기 파주시,126.780775,37.885557,0,0,0,,031-940-5233,,,,,마을버스 058(문산역) → 패키지마을 정류장 하차,
문산리 동네체육시설,,간이,마을공터,,,경기,파주시,문산읍,,경기 파주시 개포래로 34|문향로17번길 15-33|문향로17번길 15-39|문향로17번길 15-41|문향로17번길 15-45,126.784382,37.852949,0,0,0,파주시,031-940-5233,,,,,일반 11-2 일반 23,
이천리 동네체육시설,,간이,마을공터,,,경기,파주시,문산읍,,경기 파주시,126.841523,37.875311,0,0,0,,031-940-5233,,,,,일반 11-1 지내울 정류장 하차,
통일공원 테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,파주읍,봉서리,경기 파주시 파주읍 충현로 41-58,126.79227,37.850776,,,,파주시테니스협회,031-950-1885,www.pajusport.or.kr/,7:00,22:00,무휴,"버스: 14, 12, 021",
향양리 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,파주읍,향양리,경기 파주시 파주읍 돈유1로 13,126.803335,37.856467,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,연중무휴,"버스-&amp;gt; 100-16, 100-17(봉암리-선유리순환)",
파주리 동네체육시설,,간이,기타,,,경기,파주시,파주읍,파주리,경기 파주시,126.810326,37.833939,0,0,0,,031-940-5233,,,,,"일반 600, 방앗간 정류장 마을 021 방앗간 정류장 일반 30,11-2 주내방앗간정류장",
연풍리체육공원★,간이운동장,기타,,파주시,파주시설관리공단,경기,파주시,파주읍,연풍리,경기 파주시 파주읍 연풍리,126.849352,37.82923,,,,파주시설관리공단,031-950-1885,www.pajusport.or.kr/,7:00,22:00,연중무휴,"버스: 32, 30, 12, 13, 600, 17",
연풍리 체육공원 테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,파주읍,연풍리,경기 파주시 파주읍 연풍리,126.849333,37.829245,,,,파주시테니스협회,031-950-1185,www.pajusport.or.kr/,7:00,22:00,무휴,"버스: 32, 13, 30, 12, 600, 17",
봉서리 동네체육시설,,간이,도시공원,,,경기,파주시,파주읍,,경기 파주시 학골길 78,126.790114,37.851122,0,0,0,,,,,,,"일반 12, 92, 11, 22-2 직행 9710",
봉서리 동네체육시설,,간이,기타,,,경기,파주시,파주읍,,경기 파주시,126.790558,37.850735,0,0,0,,031-940-5233,,,,,일반 92 붉은밭정류장 직행 9710 마을 051 시외 5000 문산역정류장,
교하청석스포츠센터,생활체육관,공공,,파주시,코오롱비앤에스,경기,파주시,교하읍,다율리,경기 파주시 교하읍 청석로 380,126.719731,37.735804,,,,코오롱비앤에스,031-947-6510,,6:00,22:00,연중무휴,청석교회앞 하차후 60m   071A   071B   079번,
봉일천5리 동네체육시설,,간이,마을공터,,,경기,파주시,조리읍,,경기 파주시 통일로 162,126.824506,37.736954,0,0,0,,031-940-5233,,,,,"공릉입구 정류장 마을 063,일반17,38,99,30, 파주삼릉 정류장 일반760, 마을064,",
대원리 동네체육시설,,간이,마을공터,,,경기,파주시,조리읍,,경기 파주시,126.809283,37.731525,0,0,0,,031-940-5233,,,,,"대원운동장 정류장 마을065 대원리 정류장 일반3,90,33 운동장정류장 일반100",
장곡리 동네체육시설,,간이,고수부지,,,경기,파주시,조리읍,,경기 파주시,126.833513,37.732255,0,0,0,,031-940-5233,,,,,"일반 760,17,30,38,99 마을 064 광역9709   농협하나로클럽 정류장",
봉일천3리 동네체육시설,,간이,기타,,,경기,파주시,조리읍,,경기 파주시,126.813997,37.747389,0,0,0,,031-940-5233,,,,,"봉일천고등학교 정류장 마을032 봉일천중학교 정류장 마을068 봉일천시내 정류장 마을065,088 봉일천2리 정류장 마을 062 조리농협삼일운동기념비 정류장 일반 17,38,99",
월롱 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,월롱면,위전리,경기 파주시 월롱면 위전리,126.800262,37.786732,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,18:00,없음.,"열차: 월롱역  버스: 9710, 909",
월롱 체육공원 테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,월롱면,위전리,경기 파주시 월롱면 위전리,126.800159,37.786416,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,무휴,"열차: 월롱역  버스: 909, 9710",
영태리 동네체육시설,,간이,마을공터,,,경기,파주시,월롱면,영태리,경기 파주시,126.791816,37.771111,0,0,0,,031-940-5233,,,,,"영태3리정류장 일반333,10,15,17,30,마을061,직행9710 순복음평화교회정류장 일반11-2,마을021.023",
덕은3리 동네체육시설,,간이,마을공터,,,경기,파주시,월롱면,,경기 파주시,126.776946,37.81323,0,0,0,,031-940-5233,,,,,양지마을입구 정류장 마을025 엘지엘씨디 정류장 마을5,
덕은리 동네체육시설,,간이,기타,,,경기,파주시,월롱면,,경기 파주시,126.763205,37.798905,0,0,0,,031-940-5233,,,,,하이마트경인물류센타정류장 일반9,
축현리 동네체육시설,,간이,기타,,,경기,파주시,탄현면,축현리,경기 파주시 방촌로 663-9|방촌로653번길 23|방촌로653번길 31|방촌로653번길 4,126.717578,37.803039,0,0,0,,031-940-5233,,,,,"탄현면사무소정류장 마을034,035 약국앞정류장 마을031 축현2리정류장 마을033 검문소정류장 마을038",
파주시스포츠센터,생활체육관,공공,,파주시,위탁(코오롱글로텍),경기,파주시,탄현면,,경기 파주시 탄현면 낙하리 방촌로 1213-52,126.73455,37.83839,0,0,0,위탁(코오롱글로텍),031-942-9933,paju.sporex.com/,6:00,21:00,매주 수요일,https://paju.sporex.com/ 홈페이지 참조.,
오금리 동네체육시설,,간이,기타,,,경기,파주시,탄현면,,경기 파주시 오금로 157-31,126.706854,37.824528,0,0,0,,031-940-5233,,,,,"오글리구판장정류장 마을034 은계동정류장 마을038,036",
방축리 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,광탄면,방축리,경기 파주시 광탄면 부흥로 12-5,126.850459,37.807806,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,연중무휴,"버스-&amp;gt; 067, 15, 10, 14, 31",
(GOLF)서원밸리골프클럽,,기타,,,,경기,파주시,광탄면,발랑리,경기 파주시 광탄면 발랑리,126.892154,37.820784,,,,,,,,,,,
(GOLF)서서울CC,,기타,,,,경기,파주시,광탄면,용미리,경기 파주시 광탄면 용미리,126.896708,37.731804,,,,,,,,,,,
광탄 테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,광탄면,신산리,경기 파주시 광탄면 신산리,126.847788,37.785625,,,,시설관리공단,031-950-1882,,7:00,22:00,연중무휴,버스: 33번(신산리-송정역),
파평 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,파평면,늘노리,경기 파주시 파평면 늘노리,126.866554,37.931608,,,,파주시시설관리공단,031-950-1884,www.pajusport.or.kr/,7:00,22:00,연중무휴,버스: 92,
주월리 동네체육시설,,간이,기타,,,경기,파주시,적성면,주월리,경기 파주시,126.901593,37.985472,0,0,0,,031-940-5233,,,,,주월리정류장 마을 092-3,
마지리 동네체육시설,,간이,체육공원,,,경기,파주시,적성면,마지리,경기 파주시 적성면 칠중3길 84-2,126.922785,37.951775,0,0,0,,031-940-5233,,,,,"일반 25,25-1,30,61-1,61-2,61-3,61-4,61-5,61-6,61-8,92,95 마을 092-3,092-3",
적성 체육공원 축구장,축구장,공공,,파주시,파주시시설관리공단,경기,파주시,적성면,마지리,경기 파주시 적성면 칠중3길 84-2,126.922785,37.951775,,,,파주시시설관리공단,031-950-1884,pajusport.or.kr/info/info01_06.html,7:00,22:00,연중무휴,"버스-&amp;gt; 92, 30, 30-1, 091, 092, 61",
적성 체육공원 테니스장,테니스장,공공,,파주시,시설관리공단,경기,파주시,적성면,마지리,경기 파주시 적성면 칠중3길 84-2,126.922785,37.951775,,,,파주시시설관리공단,031-950-1884,pajusport.or.kr/info/info01_06.html,7:00,22:00,없음.,"버스: 92, 30, 30-1, 091, 092, 61",
이천 실내체육관,구기체육관,공공,,이천시,이천시,경기,이천시,창전동,,경기 이천시 창전동,127.445227,37.283478,,,,이천시 체육지원센터,031-644-4321,www.icheon.go.kr/site/sports/sub.do?key=645,6:00,21:00,연중무휴,[버스번호] : 8번,
설봉공원 축구장,축구장,공공,,이천시,이천시,경기,이천시,관고동,,경기 이천시 관고동 경충대로2709번길 128,127.425638,37.279965,,,,이천시 축산임업과,031-644-2646,icheon.go.kr/site/sports/main.do,6:00,18:00,연중무휴,"버스-&amp;gt; 28, 114-1, 21-1, 21-2, 24-1, 24-12, 24-2, 24-3",
설봉 국궁정,국궁장,공공,,이천시,위탁(이천시궁도협회),경기,이천시,관고동,,경기 이천시 관고동,127.425638,37.279965,,,,이천시궁도협회,031-635-1733,icheon.go.kr/site/sports/main.do,9:00,18:00,연중무휴,"버스-&amp;gt; 28, 114-1, 21-1, 21-2, 24-1, 24-12, 24-2, 24-3",
설봉체육공원 테니스장,테니스장,공공,,이천시,위탁(이천시테니스협회),경기,이천시,관고동,,경기 이천시 관고동,127.425638,37.279965,,,,이천시테니스협회,031-644-4312,icheon.go.kr/site/sports/main.do,6:00,21:00,연중무휴,"버스-&amp;gt; 28, 114-1, 21-1, 21-2, 24-1, 24-12, 24-2, 24-3",
이천시 공설운동장,축구장,공공,,이천시,이천시,경기,이천시,중리동,,경기 이천시 중리동 서희로 7-14,127.440801,37.276514,,,,이천시체육지원센터,031-644-4323,icheon.go.kr/site/sports/sub.do?key=646,9:00,18:00,연중무휴,"버스-&amp;gt; 12, 20-1, 20-1, 20-2, 20-3, 20-31, 21-1, 21-2",
장호원테마공원축구장,축구장,공공,,이천시,이천시,경기,이천시,장호원읍,장호원리,경기 이천시 장호원읍 서동대로8759번길 97-56,127.612213,37.11981,,,,이천시 장호원읍사무소,031-644-8405,icheon.go.kr/site/sports/sub.do?key=1323,6:00,21:00,연중무휴,"버스-&amp;gt; 25, 25-4, 25-5, 27, 27-1, 27-2, 27-3, 27-4, 37, 28-1",
장호원 씨름장,씨름장,공공,,이천시,이천시,경기,이천시,장호원읍,장호원리,경기 이천시 장호원읍 서동대로8759번길 97-56,127.612213,37.11981,,,,이천시 장호원읍사무소,031-644-8405,icheon.go.kr/site/sports/sub.do?key=1323,9:00,18:00,무휴,"버스-&amp;gt; 25, 25-4, 25-5, 27, 27-1, 27-2, 27-3, 27-4, 37, 28-1",
(GOLF)블랙스톤컨트리클럽,,기타,,,,경기,이천시,장호원읍,풍계리,경기 이천시 장호원읍 풍계리,127.616745,37.161663,,,,,,,,,,,
이천시 종합운동장,육상경기장,공공,,이천시,이천시,경기,이천시,부발읍,무촌리,경기 이천시 부발읍 중부대로 1696,127.495329,37.286278,,,,체육지원센터,031-644-4315,sports.icheon.go.kr/site/sports/sub.do?key=644,9:00,18:00,연중무휴,"버스-&amp;gt; 20-3, 28-7, 20-31, 20-32, 20-1, 20-1, 20-2, 20-4, 111",
이천시 종합운동장 보조구장,축구장,공공,,이천시,이천시,경기,이천시,부발읍,무촌리,경기 이천시 부발읍 중부대로 1696,127.495329,37.286278,,,,이천시 체육지원센터,031-644-4314,sports.icheon.go.kr/site/sports/sub.do?key=644,7:00,21:00,연중무휴,"버스-&amp;gt; 20-3, 28-7, 20-31, 20-32, 20-1, 20-1, 20-2, 20-4, 111",
신원1리 경로당 앞,,간이,마을공터,,,경기,이천시,부발읍,신원리,경기 이천시 부발읍 신대동로 31-8,127.507374,37.29385,0,0,0,이천시 부발읍,031-644-8442,,,,,,
이천장애인체육종합훈련원 수영장,수영장,공공,,대한장애인체육회,대한장애인체육회,경기,이천시,신둔면,도암리,경기 이천시 신둔면 석동로 167,127.434328,37.331209,,,,대한장애인체육회,070-7422-2000,dground.or.kr,9:00,18:00,연중무휴,"버스-&amp;gt; 도암리 하차: 21-2번, 21-4번",
이천장애인체육종합훈련원 실내테니스장,테니스장,공공,,대한장애인체육회,대한장애인체육회,경기,이천시,신둔면,도암리,경기 이천시 신둔면 도암리 석동로 167,127.438332,37.319116,,,,대한장애인체육회,070-7422-2000,dground.or.kr,9:00,18:00,연중무휴,"버스-&amp;gt; 도암리 하차: 21-2번, 21-4번",
이천장애인체육종합훈련원 운동장,육상경기장,공공,,대한장애인체육회,대한장애인체육회,경기,이천시,신둔면,도암리,경기 이천시 신둔면 도암리 석동로 167,127.438332,37.319116,,,,대한장애인체육회,070-7422-2000,dground.or.kr,9:00,18:00,연중 무휴,"버스-&amp;gt; 도암리 하차: 21-2번, 21-4번",
이천장애인훈련원 체육관(삼성관),구기체육관,공공,,대한장애인체육회,대한장애인체육회,경기,이천시,신둔면,도암리,경기 이천시 신둔면 도암리 석동로 167,127.438332,37.319116,,,,대한장애인체육회,070-7422-2000,dground.or.kr,9:00,18:00,연중 무휴,"버스-&amp;gt; 도암리 하차: 21-2번, 21-4번",
백사 생활체육공원,,간이,체육공원,,,경기,이천시,백사면,,경기 이천시,127.481102,37.342451,0,0,0,백사면사무소,031-644-8514,,0:00,0:00,,,
이천 스포츠센터 축구장,축구장,공공,,이천시,위탁(이천시체육회),경기,이천시,호법면,안평리,경기 이천시 호법면 중부대로798번길 125,127.411506,37.236346,,,,코오롱글로벌(주),031-635-0065,2000sports.or.kr,6:00,22:00,"매월 셋째 주 일요일, 법정공휴일 휴무.",[버스번호] : 12번,
이천 스포츠센터 실내수영장,수영장,공공,,이천시,이천시 체육회,경기,이천시,호법면,안평리,경기 이천시 호법면 중부대로798번길 128,127.409276,37.236668,,,,코오롱글로벌(주),031-635-0065,2000sports.or.kr,6:00,22:00,"매월 셋째 주 일요일, 법정공휴일 휴무.",[버스번호] : 12번,
(GOLF)덕평CC,,기타,,,,경기,이천시,호법면,매곡리,경기 이천시 호법면 매곡리 장자터로 115,127.403067,37.188407,,,,,,,,,,,
농어민문화체육센터,생활체육관,공공,,이천시,이천시,경기,이천시,호법면,주박리,경기 이천시 호법면 주박리 동산로395번길 139-38,127.411959,37.215196,,,,이천시 호법면사무소,031-632-9000,icheon.go.kr/site/sports/sub.do?key=647,8:00,22:00,연중무휴,"버스-&amp;gt; 22-2, 22-22, 22-23",
(GOLF)지산골프장,,기타,,,,경기,이천시,마장면,해월리,경기 이천시 마장면 해월리,127.338164,37.215957,,,,,,,,,,,
대월면 생활체육공원,,간이,체육공원,,,경기,이천시,대월면,대흥리,경기 이천시,0,0,0,0,0,대월면사무소,031-644-8603,,,,,,
모가 야구장,야구장,공공,,이천시,야구협회,경기,이천시,모가면,소고리,경기 이천시 모가면 공원로 61-4,127.445611,37.181887,,,,이천시 야구협회,031-644-4312,0,9:00,18:00,연중무휴,어농리 하차후 1.1KM   26-1번,
(GOLF)휘닉스스프링스CC,,기타,,,,경기,이천시,모가면,소고리,경기 이천시 모가면 소고리,127.454496,37.174194,,,,,,,,,,,
노성산 체육공원 축구장,축구장,공공,,이천시,이천시,경기,이천시,모가면,소고리,경기 이천시 모가면 공원로 61-4,127.445611,37.181887,,,,이천시청,033-644-4312,,9:00,21:00,연중무휴,어농리 하차후 1.1KM   26-1번,
(GOLF)비스타CC,,기타,,,,경기,이천시,모가면,어농리,경기 이천시 모가면 어농리,127.417785,37.181588,,,,,,,,,,,
(GOLF)뉴스프링빌CC,,기타,,,,경기,이천시,모가면,두미리,경기 이천시 모가면 두미리,127.4204,37.153925,,,,,,,,,,,
제요리4리 마을회관,,간이,마을공터,,,경기,이천시,설성면,제요리,경기 이천시 설성면 서동대로8293번길 174,127.557375,37.115468,0,0,0,,,,,,,,
송계3리 마을회관,,간이,마을공터,,,경기,이천시,설성면,송계리,경기 이천시 설성면 설가로468번길 61-2,127.517688,37.175438,0,0,0,설성면 송계3리,,,,,,,
노성산 체육공원,,간이,체육공원,,,경기,이천시,설성면,,경기 이천시,127.5041,37.129107,0,0,0,설성면,,,,,,,
각마을공터,,간이,마을공터,,,경기,이천시,율면,고당리,경기 이천시 율면 고월로77번길 29,127.549263,37.090207,0,0,0,율면사무소,031-644-8692,,,,,,
율면본죽리체육공원,,간이,체육공원,,,경기,이천시,율면,본죽리,경기 이천시 율면 주래본죽로 575-37,127.530184,37.080076,0,0,0,율면사무소,031-644-8692,,9:00,18:00,,,
율면산양리근린공원,,간이,마을공터,,,경기,이천시,율면,산양리,경기 이천시,0,0,0,0,0,율면사무소,031-644-8692,,,,,,
봉남공원,,간이,도시공원,,,경기,안성시,봉남동,,경기 안성시 봉남동 중앙로451번길 11,127.276896,37.006855,0,0,0,산림녹지과,031-678-2743,,,,,"버스  안성종합버스터미널37,1,50,70,380-KT안성지사정류장 하차(도보4분)",
낙원공원,,간이,도시공원,,,경기,안성시,낙원동,,경기 안성시 낙원동 장기로91번길 22,127.272652,37.005052,0,0,0,산림녹지과,031-678-2743,,,,,"안성종합버스터미널 70 국민은행,영동정류장하차(도보5분)",
시립복싱장,투기체육관,공공,,안성시,안성시,경기,안성시,신건지동,,경기 안성시 신건지동 공단1로 16-15,127.247862,37.015902,,,,안성시 문화체육관광과,031-678-2484,www.anseong.go.kr,9:00,21:00,무휴,농심 하차후 330m  88-1번,
1공단,,간이,도시공원,,,경기,안성시,신건지동,,경기 안성시 신건지동 공단1로 16-15,127.247862,37.015902,0,0,0,산림녹지과,031-678-2743,,,,,안성종합버스터미널 70 안성제1산업단지정류장하차(도보7분),
9호어린이공원,,간이,도시공원,,,경기,안성시,공도읍,용두리,경기 안성시 공도읍 공도1로 31-1,127.169042,37.001792,0,0,0,산림녹지과,031-678-2743,,,,,안성종합버스터미널 70 공도버스터미널하차(도보7분),
퇴미1공원,,간이,도시공원,,,경기,안성시,공도읍,만정리,경기 안성시 공도읍 공도로 116-70,127.178818,36.998483,0,0,0,산림녹지과,031-678-2743,,,,,"국민은행,영동정류장 7,7-2,50,55,70 - 부영아파트,만가대정류장(도보24분)",
대림동산 축구장,축구장,공공,,안성시,공도읍사무소(공도읍체육회 위탁),경기,안성시,공도읍,마정리,경기 안성시 공도읍 마정리,127.200736,37.0153,,,,안성시 공도읍,031-678-3604,cafe.naver.com/kongdosoccer,6:00,22:00,무휴,정보빌라 하차후 400m   7-1번,
상삼게이트볼장,,간이,마을공터,,,경기,안성시,보개면,상삼리,경기 안성시 보개면 가래미길 9,127.335524,37.030676,0,0,0,문화체육과,031-678-2484,,,,,안성종합터미널 38-1 상삼경로당정류장하차(도보7분),
안성시 전용정구장,테니스장,공공,,안성시,안성시시설관리공단,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,,,,안성시시설관리공단,031-673-2590,www.asimc.or.kr/,5:00,23:00,무휴,"버스-&amp;gt;  2-2, 2-3, 100-2",
안성 체육관,구기체육관,공공,,안성시,안성시시설관리공단,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,,,,안성시시설관리공단,031-673-2590,www.asimc.or.kr/,5:00,23:00,무휴,2-2번(백성운수)  2-3번(백성운수),
안성시 보조구장,축구장,공공,,안성시,안성시시설관리공단,경기,안성시,보개면,양복리,경기 안성시 보개면 양복리,127.313779,37.056052,,,,안성시시설관리공단,070-8856-2313,www.asimc.or.kr/,5:00,23:00,무휴,"버스-&amp;gt;  2-2, 2-3",
안성국민체육센터 수영장,수영장,공공,,안성시,문화체육관광과,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,,,,안성시시설관리공단,070-8856-2316,www.anseongsports.or.kr,6:00,21:00,"둘째,넷째 월요일  설, 추석 연휴기간",2-2번 / 2-3번  종합운동장 하차후 250m,
안성시국민체육센터,생활체육관,공공,,안성시,안성시,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,,,,안성시시설관리공단,070-8856-2316,www.anseongsports.or.kr,6:00,21:00,"매월 둘째주, 넷째주 월요일  설, 추석 연휴기간","[버스번호] : 2-2 [종점]  : 신한은행 &amp;lt;-&amp;gt; 홍익아파트  [경유지] : 봉산로터리, 안성종합터미널  [버스번호] : 2-3 [종점]  : 신한은행 &amp;lt;-&amp;gt; 홍익아파트  [경유지] : 봉산로터리, 안성종합터미널",
안성시종합운동장,,간이,기타,,,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,0,0,0,문화체육과,031-678-2484,,,,,"KT안성지사정류장 2-2,2-11,2-3 홍익아파트102동정류장하차(도보10분)",
안성시 종합운동장,육상경기장,공공,,안성시,안성시시설관리공단,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,,,,안성시시설관리공단,031-676-2773,www.asimc.or.kr/,5:00,23:00,무휴,"버스-&amp;gt;  2-2, 2-3",
안성시 국제정구장,테니스장,공공,,안성시,안성시시설관리공단,경기,안성시,보개면,양복리,경기 안성시 보개면 종합운동장로 162,127.32805,37.013303,,,,안성시시설관리공단,031-673-2590,www.asimc.or.kr/,5:00,23:00,무휴,"버스-&amp;gt;  2-2, 2-3",
금광초등학교,,간이,기타,,,경기,안성시,금광면,금광리,경기 안성시 금광면 금광초교길 54,127.324271,36.999923,0,0,0,문화체육과,031-678-2484,,,,,"안성종합버스터미널 10-8,20,20-4 봉산로타리정류장 환승 2,2-5 금광우체국정류장하차(도보10분)",
(GOLF)안성베네스트GC,,기타,,,,경기,안성시,금광면,삼흥리,경기 안성시 금광면 삼흥리,127.385847,37.018466,,,,,,,,,,,
신촌리복지회관,,간이,마을공터,,,경기,안성시,서운면,신촌리,경기 안성시 서운면 서운로 359,127.258163,36.945195,0,0,0,문화체육과,031-678-2484,,,,,"안성종합터미널 20,20-4 서운초등학교정류장하차(도보5분)",
(GOLF)윈체스트GC,,기타,,,,경기,안성시,서운면,오촌리,경기 안성시 서운면 오촌리 오촌길 97-31,127.289686,36.96081,,,,,,,,,,,
대덕초등학교,,간이,기타,,,경기,안성시,대덕면,모산리,경기 안성시 대덕면 모산로 96,127.244226,37.027443,0,0,0,문화체육과,031-678-2484,,,,,안성종합버스터미널 70 안성제1산업단지정류장환승 1-1 대덕초등학교하차(도보3분),
안성시 궁도장,국궁장,공공,,안성시,위탁(안성시궁도협회),경기,안성시,양성면,장서리,경기 안성시 양성면 양성로 519-117,127.201402,37.095014,,,,안성시 궁도협회,,www.anseong.go.kr,9:00,18:00,무휴,세방전지입구 하차후 1.8KM   22-1번   60번   60-3번,
(GOLF)파인크리크CC,,기타,,,,경기,안성시,양성면,노곡리,경기 안성시 양성면 노곡리,127.236694,37.092217,,,,,,,,,,,
(GOLF)마에스트로,,기타,,,,경기,안성시,양성면,노곡리,경기 안성시 양성면 노곡리,127.264317,37.106542,,,,,,,,,,,
미곡초등학교,,간이,기타,,,경기,안성시,양성면,노곡리,경기 안성시 양성면 안성맞춤대로 2304-9,127.244939,37.110664,0,0,0,,,,,,,안성종합버스터미널 50-7 노고삼거리정류장하차(도보8분),
미산리마을회관,,간이,마을공터,,,경기,안성시,양성면,미산리,경기 안성시 양성면 미산1길 2,127.258652,37.138579,0,0,0,문화체육과,031-678-2484,,,,,"안성종합버스터미널 50-7 미리내전통마을테마마을,실버타운정류장하차(도보5분)",
가유리 하가,,간이,마을공터,,,경기,안성시,일죽면,가리,경기 안성시 일죽면 가리길 81-11,127.488999,37.085443,0,0,0,문화체육과,031-678-2484,,,,,안성종합버스터미널 37 주천리정류장하차(도보22분),
안성시농민문화체육센터,생활체육관,공공,,안성시,안성시시설관리공단,경기,안성시,일죽면,송천리,경기 안성시 일죽면 주래본죽로 6,127.475152,37.094218,,,,안성시 일죽면,031-678-3902,www.anseong.go.kr/office/myeon-dong/index.php?zone=9,9:00,21:00,연중무휴,[버스번호] : 37번,
(GOLF)에덴블루CC,,기타,,,,경기,안성시,죽산면,장능리,경기 안성시 죽산면 장능리,127.383865,37.057092,,,,,,,,,,,
(GOLF)안성CC,,기타,,,,경기,안성시,죽산면,장계리,경기 안성시 죽산면 장계리 걸미로 487,127.413172,37.038204,,,,,,,,,,,
(GOLF)골프클럽Q안성,,기타,,,,경기,안성시,죽산면,장계리,경기 안성시 죽산면 장계리,127.387431,37.045482,,,,,,,,,,,
동부지역생활체육공원,,간이,체육공원,,,경기,안성시,삼죽면,용월리,경기 안성시 삼죽면 용내길 32,127.378238,37.076279,0,0,0,문화체육과,031-678-2484,,,,,"KT안성지사정류장 370,380 삼죽,두둘기정류장하차(도보17분)",
삼죽면사무소,,간이,기타,,,경기,안성시,삼죽면,용월리,경기 안성시 삼죽면 삼죽로 112,127.374823,37.073291,0,0,0,,,문화체육과,,,,"안성종합버스터미널 37,370,380 삼죽,두둘기정류장하차(도보10분)",
